iata;type;name;coordinates;timezone;parent_name;City
LNN;city;Willoughby;41.6397696:-81.4065011;America/New_York;United States;Willoughby
KDG;city;Kardjali;41.6427463:25.3687185;Europe/Sofia;Bulgaria;Kardjali
BUS;city;Batumi;41.651741:41.656189;Asia/Tbilisi;Georgia;Batumi
VLL;city;Valladolid;41.6529434:-4.7283811;America/Guayaquil;Spain;Valladolid
MSV;city;Monticello;41.6556465:-74.6893282;America/Chicago;United States;Monticello
IOW;city;Iowa City;41.6611277:-91.5301683;America/North_Dakota/New_Salem;United States;Iowa City
TOL;city;Toledo;41.6639383:-83.555212;America/Indiana/Vevay;United States;Toledo
SCB;city;Scribner;41.6666663:-96.6658622;America/Chicago;United States;Scribner
HYA;city;Hyannis;41.67:-70.28;America/New_York;United States;Hyannis
PRP;city;Propriano;41.67615:8.903952;Europe/Paris;France;Propriano
EKI;city;Elkhart;41.6819935:-85.9766671;America/Chicago;United States;Elkhart
SBN;city;South Bend;41.6833813:-86.2500066;America/Chicago;United States;South Bend
MXC;city;Monticello;41.7:-74.8;America/Chicago;United States;Monticello
MGC;city;Michigan City;41.7075394:-86.8950297;America/Chicago;United States;Michigan City
TBS;city;Tbilisi;41.709981:44.792998;Asia/Tbilisi;Georgia;Tbilisi
KCA;city;Kuqa;41.717906:82.962016;Asia/Urumqi;China;Kuqa
PVZ;city;Painesville;41.7244885:-81.245657;America/New_York;United States;Painesville
SIY;city;Montague;41.7281985:-122.5278007;America/Chicago;United States;Montague
TNH;city;Tonghua;41.728401:125.939697;Asia/Chongqing;China;Tonghua
RKC;city;Yreka;41.7354186:-122.6344708;America/Los_Angeles;United States;Yreka
LGU;city;Logan;41.7354861:-111.834388;America/Chicago;United States;Logan
JFN;city;Jefferson;41.7386662:-80.7698066;America/Chicago;United States;Jefferson
SQI;city;Sterling Rockfalls;41.74:-89.68;America/Chicago;United States;Sterling Rockfalls
CHV;city;Chaves;41.7413961:-7.4719681;Europe/Lisbon;Portugal;Chaves
CEC;city;Crescent City;41.7559481:-124.2017474;America/New_York;United States;Crescent City
AUZ;city;Aurora;41.7605849:-88.3200715;America/New_York;United States;Aurora
HFD;city;Hartford;41.7637111:-72.6850932;America/Indiana/Vevay;United States;Hartford
KRL;city;Korla;41.766023:86.155288;Asia/Urumqi;China;Korla
HKD;city;Hakodate;41.7687933:140.7288103;Asia/Tokyo;Japan;Hakodate
BNH;city;Hartford;41.77:-72.68;;United States;Hartford
BUB;city;Burwell;41.7816732:-99.1331539;America/New_York;United States;Burwell
EHT;city;East Hartford;41.7823216:-72.6120346;America/New_York;United States;East Hartford
RWL;city;Rawlins;41.7910697:-107.2386627;America/Chicago;United States;Rawlins
EMM;city;Kemerer;41.792447:-110.5376692;America/Phoenix;United States;Kemerer
IRS;city;Sturgis;41.799217:-85.4191482;America/Chicago;United States;Sturgis
ZRR;city;Fiumicino;41.8:12.25;;Canada;Fiumicino
SHE;city;Shenyang;41.80572:123.43147;Asia/Harbin;China;Shenyang
BGC;city;Braganca;41.8071762:-6.7591908;Europe/Lisbon;Portugal;Braganca
PVD;city;Providence;41.8239891:-71.4128343;America/Chicago;United States;Providence
NLE;city;Niles;41.8297694:-86.2541768;America/New_York;United States;Niles
TAZ;city;Dashoguz;41.834461:59.957321;Asia/Ashgabat;Turkmenistan;Dashoguz
CWI;city;Clinton;41.8444735:-90.1887379;America/Chicago;United States;Clinton
HNX;city;Hanna;41.867:-106.565;America/Toronto;United States;Hanna
BFF;city;Scottsbluff;41.8672222:-103.6608333;America/Denver;United States;Scottsbluff
CHI;city;Chicago;41.8781136:-87.6297982;America/Chicago;United States;Chicago
SFZ;city;Pawtucket;41.878711:-71.3825558;America/Indiana/Vevay;United States;Pawtucket
ROM;city;Rome;41.8905198:12.4942486;Europe/Rome;Italy;Rome
ADG;city;Adrian;41.8975471:-84.0371659;America/New_York;United States;Adrian
AJA;city;Ajaccio;41.919229:8.738635;Europe/Paris;France;Ajaccio
BDL;city;Windsor Locks;41.9292639:-72.6273123;;United States;Windsor Locks
SOZ;city;Solenzara;41.93:9.41;Europe/Paris;France;Solenzara
HKV;city;Haskovo;41.9312769:25.5572129;Europe/Sofia;Bulgaria;Haskovo
HAI;city;Three Rivers;41.9439368:-85.632493;America/Indiana/Petersburg;United States;Three Rivers
PYM;city;Plymouth;41.9584367:-70.6672576;America/New_York;United States;Plymouth
CID;city;Cedar Rapids;41.9625013:-91.6918465;America/Chicago;United States;Cedar Rapids
GRO;city;Gerona;41.9817957:2.8236999;Europe/Madrid;Spain;Gerona
KPT;city;Jackpot;41.9832443:-114.6747587;America/Los_Angeles;United States;Jackpot
PVN;city;Pleven;42.0:24.5;Europe/Sofia;Bulgaria;Pleven
SKP;city;Skopje;42.003812:21.452246;Europe/Skopje;Macedonia;Skopje
EFW;city;Jefferson;42.0166667:-94.3766667;America/Chicago;United States;Jefferson
DNS;city;Denison;42.0172222:-95.3511111;America/Chicago;United States;Denison
AMW;city;Ames;42.02335:-93.625622;America/Chicago;United States;Ames
OFK;city;Norfolk;42.02964:-97.41687;America/Chicago;United States;Norfolk
MIW;city;Marshalltown;42.0416667:-92.9144444;America/New_York;United States;Marshalltown
MHN;city;Mullen;42.0427753:-101.0426593;America/Denver;United States;Mullen
BOK;city;Brookings;42.0526114:-124.2839819;America/Chicago;United States;Brookings
EAN;city;Wheatland;42.0544141:-104.9527501;America/Indiana/Vincennes;United States;Wheatland
PVC;city;Provincetown;42.058436:-70.1786374;America/New_York;United States;Provincetown
BNW;city;Boone;42.0597047:-93.8802273;America/Chicago;United States;Boone
TOR;city;Torrington;42.0624646:-104.1843942;America/New_York;United States;Torrington
CIN;city;Carroll;42.0694444:-94.8663889;America/Kentucky/Monticello;United States;Carroll
OLE;city;Olean;42.083639:-78.429927;America/Indiana/Indianapolis;United States;Olean
ELM;city;Elmira;42.0897965:-76.8077338;America/Indiana/Vevay;United States;Elmira
JHW;city;Jamestown;42.0970023:-79.2353259;America/Chicago;United States;Jamestown
BGM;city;Binghamton;42.0986867:-75.9179738;America/Indiana/Vevay;United States;Binghamton
AIA;city;Alliance;42.1016344:-102.872145;America/Chicago;United States;Alliance
BEH;city;Benton Harbor;42.1167065:-86.4541894;America/New_York;United States;Benton Harbor
ELZ;city;Wellsville;42.1220124:-77.9480575;America/Chicago;United States;Wellsville
BAF;city;Westfield;42.1250929:-72.749538;America/Chicago;United States;Westfield
ERI;city;Erie;42.1292241:-80.085059;America/New_York;United States;Erie
HSK;city;Huesca;42.1401024:-0.408898;;Spain;Huesca
PDV;city;Plovdiv;42.1438409:24.7495615;Europe/Sofia;Bulgaria;Plovdiv
CEF;city;Chicopee;42.1487043:-72.6078672;;United States;Chicopee
PMX;city;Palmer;42.158427:-72.3286928;America/Chicago;United States;Palmer
NZW;city;South Weymouth;42.17:-70.95;America/New_York;United States;South Weymouth
OIR;city;Okushiri;42.172278:139.5140079;Asia/Tokyo;Japan;Okushiri
LKV;city;Lakeview;42.1887721:-120.345792;America/Chicago;United States;Lakeview
MLD;city;Malad City;42.1915872:-112.2507986;America/Boise;United States;Malad City
OWD;city;Norwood;42.194543:-71.1994976;America/Chicago;United States;Norwood
GBR;city;Great Barrington;42.1959225:-73.3620564;America/New_York;United States;Great Barrington
DTR;city;Decatur Island;42.22:-83.35;America/Los_Angeles;United States;Decatur Island
LMT;city;Klamath Falls;42.224867:-121.7816704;America/Los_Angeles;United States;Klamath Falls
VGO;city;Vigo;42.2313564:-8.7124471;Asia/Manila;Spain;Vigo
MXO;city;Monticello;42.2383351:-91.1870937;America/Chicago;United States;Monticello
JXN;city;Jackson;42.245869:-84.4013462;America/Chicago;United States;Jackson
MQI;city;Quincy;42.25:-71.0;America/New_York;United States;Quincy
HCC;city;Hudson;42.2528649:-73.790959;America/Chicago;United States;Hudson
CIF;city;Chifeng;42.257817:118.886856;Asia/Shanghai;China;Chifeng
UWA;city;Ware;42.2598146:-72.2398021;America/Chicago;United States;Ware
ORH;city;Worcester;42.2625932:-71.8022934;America/Chicago;United States;Worcester
KUT;city;Kutaisi;42.26395:42.707489;Asia/Tbilisi;Georgia;Kutaisi
RFD;city;Rockford;42.2711311:-89.0939952;-6.0;United States;Rockford
YQG;city;Windsor;42.28:-82.96;America/St_Johns;Canada;Windsor
ARB;city;Ann Arbor;42.2808256:-83.7430378;America/Indiana/Vevay;United States;Ann Arbor
AZO;city;Kalamazoo;42.2917069:-85.5872286;America/Chicago;United States;Kalamazoo
FEP;city;Freeport;42.2966861:-89.6212271;America/Chicago;United States;Freeport
SXY;city;Sidney;42.3148024:-75.3915665;America/Chicago;United States;Sidney
CIT;city;Shimkent;42.3166667:69.5958333;Asia/Almaty;Kazakhstan;Shimkent
BTL;city;Battle Creek;42.3211522:-85.1797142;America/Indiana/Knox;United States;Battle Creek
MFR;city;Medford;42.3265152:-122.8755949;America/New_York;United States;Medford
DTT;city;Detroit;42.331427:-83.0457538;America/Detroit;United States;Detroit
IDG;city;Ida Grove;42.3449871:-95.4716666;America/Chicago;United States;Ida Grove
MXG;city;Marlborough;42.3459271:-71.5522874;America/New_York;United States;Marlborough
LWA;city;Lwbak;42.35:-86.26;Asia/Manila;Philippines;Lwbak
BOS;city;Boston, MA;42.3584308:-71.0597732;America/New_York;United States;Boston, MA
UGN;city;Waukegan;42.3636331:-87.8447938;America/Chicago;United States;Waukegan
WLM;city;Waltham;42.3764852:-71.2356113;America/Chicago;United States;Waltham
XCM;city;Chatham;42.402531:-82.18856;America/Moncton;Canada;Chatham
GOL;city;Gold Beach;42.4073334:-124.421774;America/Los_Angeles;United States;Gold Beach
TGV;city;Targovishte;42.42:24.5;Europe/Sofia;Bulgaria;Targovishte
SZR;city;Stara Zagora;42.4239169:25.6249022;Europe/Sofia;Bulgaria;Stara Zagora
TIV;city;Tivat;42.431877:18.711267;Europe/Podgorica;Montenegro;Tivat
MMN;city;Stow;42.4385426:-71.5130445;America/New_York;United States;Stow
TGD;city;Podgorica;42.4392:19.266;Europe/Podgorica;Montenegro;Podgorica
ITH;city;Ithaca;42.4439614:-76.5018807;America/New_York;United States;Ithaca
PSF;city;Pittsfield;42.4500845:-73.2453824;America/Chicago;United States;Pittsfield
ONH;city;Oneonta;42.4528571:-75.0637746;America/Chicago;United States;Oneonta
MBM;city;Mkambati;42.46:-71.52;Africa/Johannesburg;South Africa;Mkambati
ONL;city;Oneill;42.4608333:-98.6469444;America/North_Dakota/New_Salem;United States;Oneill
PSR;city;Pescara;42.4648263:14.2140946;Europe/Rome;Italy;Pescara
RJL;city;Logrono;42.4657764:-2.4499946;;Spain;Logrono
EBS;city;Webster City;42.4663889:-93.8205556;America/Chicago;United States;Webster City
NCU;city;Nukus;42.4666667:59.6;Asia/Samarkand;Uzbekistan;Nukus
WBN;city;Woburn;42.4792618:-71.1522765;America/Chicago;United States;Woburn
DKK;city;Dunkirk;42.4795019:-79.3339324;America/Chicago;United States;Dunkirk
BXC;city;Boxborough;42.4834197:-71.5167139;America/Indiana/Vevay;United States;Boxborough
JAM;city;Jambol;42.4837689:26.5107717;Asia/Kabul;Bulgaria;Jambol
BED;city;Bedford;42.4906499:-71.2761686;America/Indiana/Vevay;United States;Bedford
ALO;city;Waterloo;42.4927641:-92.3429631;America/Chicago;United States;Waterloo
FOD;city;Fort Dodge;42.4974694:-94.1680158;America/North_Dakota/New_Salem;United States;Fort Dodge
BOJ;city;Bourgas;42.4976779:27.4700254;Europe/Sofia;Bulgaria;Bourgas
SUX;city;Sioux City;42.4999942:-96.4003069;America/Chicago;United States;Sioux City
DBQ;city;Dubuque;42.5005583:-90.6645718;America/Chicago;United States;Dubuque
BBF;city;Burlington;42.5048167:-71.195611;America/Chicago;United States;Burlington
ALV;city;Andorra La Vella;42.51:1.52;Europe/Andorra;Andorra;Andorra La Vella
IFA;city;Iowa Falls;42.5222222:-93.2672222;America/Chicago;United States;Iowa Falls
OIC;city;Norwich;42.531184:-75.5235149;America/New_York;United States;Norwich
BPI;city;Big Piney;42.5382753:-110.114325;America/Chicago;United States;Big Piney
ANW;city;Ainsworth;42.5475:-99.8588889;America/Chicago;United States;Ainsworth
BVY;city;Beverly;42.5584283:-70.880049;America/Chicago;United States;Beverly
DSV;city;Dansville;42.5608999:-77.696106;America/Detroit;United States;Dansville
TWF;city;Twin Falls;42.5629668:-114.4608711;America/Phoenix;United States;Twin Falls
CLY;city;Calvi;42.567651:8.757222;Europe/Paris;France;Calvi
TEW;city;Tohid;42.57:-84.42;Asia/Tehran;Iran;Tohid
GDM;city;Gardner;42.5750883:-71.998133;America/Chicago;United States;Gardner
CHZ;city;Chiloquin;42.5776364:-121.8661258;America/Los_Angeles;United States;Chiloquin
FIT;city;Fitchburg;42.5834228:-71.8022955;;United States;Fitchburg
ENW;city;Kenosha;42.5847425:-87.8211854;America/Chicago;United States;Kenosha
XES;city;Lake Geneva;42.5916836:-88.4334301;America/Indiana/Knox;United States;Lake Geneva
LEN;city;Leon;42.5998764:-5.571752;America/Mexico_City;Spain;Leon
CTX;city;Cortland;42.6011813:-76.1804843;America/Indiana/Indianapolis;United States;Cortland
BYI;city;Rupert;42.6190756:-113.6772348;America/Chicago;United States;Rupert
PTK;city;Pontiac;42.6389216:-83.2910468;America/Chicago;United States;Pontiac
DBV;city;Dubrovnik;42.6419008:18.1064849;Europe/Zagreb;Croatia;Dubrovnik
SLB;city;Storm Lake;42.645021:-95.199855;America/Indiana/Knox;United States;Storm Lake
XBW;city;Killineq;42.65:-80.82;America/Atikokan;Canada;Killineq
ALB;city;Albany;42.6525793:-73.7562317;America/New_York;United States;Albany
PRN;city;Pristina;42.672421:21.164539;Europe/Belgrade;Serbia;Pristina
JVL;city;Janesville;42.6827885:-89.0187222;America/Chicago;United States;Janesville
SOF;city;Sofia;42.6964917:23.3260106;Europe/Sofia;Bulgaria;Sofia
BIA;city;Bastia;42.697283:9.450881;Europe/Paris;France;Bastia
PGF;city;Perpignan;42.698684:2.8958719;Europe/Paris;France;Perpignan
COP;city;Cooperstown;42.7006303:-74.924321;America/Indiana/Vevay;United States;Cooperstown
LWM;city;Lawrence;42.7070354:-71.1631137;America/Chicago;United States;Lawrence
AFO;city;Afton;42.7249282:-110.9318687;America/Chicago;United States;Afton
RAC;city;Racine;42.7261309:-87.7828523;America/New_York;United States;Racine
LAN;city;Lansing;42.732535:-84.5555347;America/Chicago;United States;Lansing
POH;city;Pocahontas;42.7355299:-94.6691467;America/Chicago;United States;Pocahontas
HPT;city;Hampton;42.7419176:-93.2024233;America/Chicago;United States;Hampton
LSK;city;Lusk;42.7624668:-104.4521747;America/Chicago;United States;Lusk
GRS;city;Grosseto;42.7628597:11.1127828;Europe/Rome;Italy;Grosseto
ASH;city;Nashua;42.7653662:-71.467566;America/Indiana/Vevay;United States;Nashua
LRJ;city;Lemars;42.7769103:-96.1925202;America/North_Dakota/New_Salem;United States;Lemars
YQS;city;St Thomas;42.7777214:-81.1826527;America/Atikokan;Canada;St Thomas
EBA;city;Elba Island;42.7781867:10.1927389;Africa/Khartoum;Italy;Elba Island
HLM;city;Holland;42.7875235:-86.1089301;America/Indiana/Knox;United States;Holland
GRN;city;Gordon;42.8069444:-102.2038889;America/Chicago;United States;Gordon
AFN;city;Jaffrey;42.813973:-72.0231359;America/New_York;United States;Jaffrey
SCH;city;Schenectady;42.8142432:-73.9395687;America/Indiana/Vevay;United States;Schenectady
PNA;city;Pamplona;42.8179879:-1.6441835;Asia/Manila;Spain;Pamplona
HMI;city;Hami;42.818501:93.514917;Asia/Urumqi;China;Hami
CDR;city;Chadron;42.8294187:-102.9999069;America/Denver;United States;Chadron
LND;city;Lander;42.833014:-108.7306725;America/New_York;United States;Lander
REO;city;Rome;42.846409:-117.635803;America/Indiana/Tell_City;United States;Rome
IVG;city;Berane;42.8472722:19.8694139;Europe/Podgorica;Montenegro;Berane
DMB;city;Zhambyl;42.85:71.3;Asia/Aqtobe;Kazakhstan;Zhambyl
CPR;city;Casper;42.866632:-106.313081;America/Phoenix;United States;Casper
FRU;city;Bishkek;42.870022:74.587883;Asia/Bishkek;Kyrgyzstan;Bishkek
YKN;city;Yankton;42.8711088:-97.3972813;America/Chicago;United States;Yankton
PIH;city;Pocatello;42.8713032:-112.4455344;America/Boise;United States;Pocatello
VTN;city;Valentine;42.8727833:-100.5509669;America/Chicago;United States;Valentine
VIT;city;Vitoria;42.88:-2.72;America/Recife;Spain;Vitoria
BUF;city;Buffalo;42.8864468:-78.8783689;America/New_York;United States;Buffalo
SCQ;city;Santiago De Compostela;42.9:-8.42;Africa/Ceuta;Spain;Santiago De Compostela
YNJ;city;Yanji;42.906959:129.513914;Asia/Shanghai;China;Yanji
SXJ;city;Shanshan;42.91:90.25;Asia/Urumqi;China;Shanshan
OBO;city;Obihiro;42.9238989:143.1961031;Asia/Tokyo;Japan;Obihiro
EEN;city;Keene;42.933692:-72.2781409;America/New_York;United States;Keene
GNG;city;Gooding;42.9387917:-114.7131081;America/Denver;United States;Gooding
GRR;city;Grand Rapids;42.9633599:-85.6680863;America/Indiana/Vevay;United States;Grand Rapids
PHN;city;Port Huron;42.9708634:-82.4249142;America/New_York;United States;Port Huron
MCX;city;Makhachkala;42.9727593:47.4935989;Europe/Moscow;Russia;Makhachkala
YZR;city;Sarnia;42.9848:-82.36059;America/Toronto;Canada;Sarnia
KUH;city;Kushiro;42.9848542:144.3813556;Asia/Tokyo;Japan;Kushiro
YXU;city;London;42.987:-81.251;America/Toronto;Canada;London
MHT;city;Manchester;42.9956397:-71.4547891;America/New_York;United States;Manchester
SUI;city;Sukhumi;43.00732:40.989151;Asia/Tbilisi;Georgia;Sukhumi
UES;city;Waukesha;43.0116784:-88.2314813;America/Chicago;United States;Waukesha
FNT;city;Flint;43.0125274:-83.6874562;America/Detroit;United States;Flint
RIW;city;Riverton;43.0249592:-108.3801036;America/Phoenix;United States;Riverton
XPR;city;Pine Ridge;43.0255408:-102.5562743;America/Chicago;United States;Pine Ridge
OGZ;city;Vladikavkaz;43.0312308:44.6757698;Europe/Moscow;Russia;Vladikavkaz
ZML;city;Milwaukee;43.0387949:-87.9065334;;United States;Milwaukee
MKE;city;Milwaukee;43.0389025:-87.9064736;America/Chicago;United States;Milwaukee
SYR;city;Syracuse;43.0481221:-76.1474244;America/New_York;United States;Syracuse
PCD;city;Prairie Du Chien;43.0516505:-91.1412404;America/Chicago;United States;Prairie Du Chien
SPK;city;Sapporo;43.0620958:141.3543763;Asia/Tokyo;Japan;Sapporo
CCY;city;Charles City;43.0663612:-92.6724112;America/New_York;United States;Charles City
AXG;city;Algona;43.0699663:-94.233019;America/Chicago;United States;Algona
PSM;city;Portsmouth;43.0717552:-70.7625532;-5.0;United States;Portsmouth
MSN;city;Madison;43.0730517:-89.4012302;America/Chicago;United States;Madison
YWQ;city;Chute-Des-Passes;43.08:-79.07;America/Montreal;Canada;Chute-Des-Passes
LDE;city;Lourdes;43.091463:-0.045726;Europe/Paris;France;Lourdes
IAG;city;Niagara Falls;43.0962143:-79.0377388;America/New_York;United States;Niagara Falls
UCA;city;Utica;43.100903:-75.232664;America/Kentucky/Louisville;United States;Utica
PEG;city;Perugia;43.1107009:12.389172;Europe/Rome;Italy;Perugia
BDY;city;Bandon;43.1189978:-124.408448;America/Indiana/Tell_City;United States;Bandon
TLN;city;Hyeres;43.120541:6.128639;Europe/Paris;France;Hyeres
GOZ;city;Gorna Oriahovitsa;43.1219994:25.689561;Europe/Sofia;Bulgaria;Gorna Oriahovitsa
VVO;city;Vladivostok;43.1306915:131.923828;Asia/Vladivostok;Russia;Vladivostok
SPW;city;Spencer;43.1452778:-95.1472222;America/Chicago;United States;Spencer
MCW;city;Mason City;43.1535728:-93.2010367;America/North_Dakota/New_Salem;United States;Mason City
ZBK;city;Zabljak;43.154541:19.12315;+1.0;Montenegro;Zabljak
ROC;city;Rochester;43.161:-77.611;America/Indiana/Vevay;United States;Rochester
YHM;city;Mount Hope;43.17:-79.94;America/Toronto;Canada;Mount Hope
LNR;city;Lone Rock;43.1833235:-90.1979016;America/Chicago;United States;Lone Rock
CTT;city;Le Castellet;43.203551:5.776755;Europe/Paris;France;Le Castellet
CCF;city;Carcassonne;43.212161:2.353663;Europe/Paris;France;Carcassonne
RBG;city;Roseburg;43.216505:-123.3417381;America/Indiana/Indianapolis;United States;Roseburg
VAR;city;Varna;43.2166452:27.9118058;Europe/Sofia;Bulgaria;Varna
IGT;city;Nazran;43.216667:44.766667;Europe/Volgograd;Russia;Nazran
MKG;city;Muskegon;43.2341813:-86.2483921;America/Chicago;United States;Muskegon
ALA;city;Almaty;43.255058:76.912628;Asia/Almaty;Kazakhstan;Almaty
BIO;city;Bilbao;43.2569629:-2.9234409;Europe/Madrid;Spain;Bilbao
FXY;city;Forest City;43.2619003:-93.6335479;America/New_York;United States;Forest City
BWK;city;Bol;43.2619258:16.6537642;Europe/Zagreb;Croatia;Bol
